交易類型,行政區,交易日期,地址,建物型態,移轉層次,總樓層,房型,總坪數,成交總價(萬),車位總價(萬),每坪單價(萬),含車位,車位類別,成交建案名稱,備註
預售屋,鼓山區,2025-11-13,高雄市鼓山區鼓山一路53巷,住宅大樓(11層含以上有電梯),九層,15,1房2廳2衛,38.19,1500.0,210.0,33.78,是,坡道平面,匯埕,
預售屋,鼓山區,2025-11-29,高雄市鼓山區鼓山一路53巷,住宅大樓(11層含以上有電梯),十二層,15,3房2廳2衛,41.57,1680.0,215.0,35.24,是,坡道平面,匯埕,
預售屋,鼓山區,2026-01-13,高雄市鼓山區鼓山一路53巷,住宅大樓(11層含以上有電梯),十二層,15,1房1廳2衛,34.02,1347.0,200.0,33.72,是,坡道平面,匯埕,
預售屋,鼓山區,2026-01-13,高雄市鼓山區鼓山一路53巷,住宅大樓(11層含以上有電梯),十三層,15,3房2廳2衛,41.57,1680.0,215.0,35.24,是,坡道平面,匯埕,
預售屋,鼓山區,2026-01-09,高雄市鼓山區鼓山一路53巷,住宅大樓(11層含以上有電梯),九層,15,3房2廳2衛,41.57,1630.0,210.0,34.16,是,坡道平面,匯埕,
預售屋,鼓山區,2026-01-24,高雄市鼓山區鼓山一路53巷,住宅大樓(11層含以上有電梯),九層,15,1房1廳2衛,38.91,1510.0,210.0,33.41,是,坡道平面,匯埕,
預售屋,三民區,2026-02-03,高雄市三民區三塊厝段四小段2865地號,住宅大樓(11層含以上有電梯),十層,13,3房2廳2衛,32.84,1653.0,150.0,45.77,是,塔式車位,銳揚悅光河,
預售屋,三民區,2026-01-28,高雄市三民區三塊厝段四小段2865地號,住宅大樓(11層含以上有電梯),十一層,13,3房2廳2衛,43.72,2043.0,150.0,43.3,是,塔式車位,銳揚悅光河,
預售屋,三民區,2025-12-11,高雄市三民區覺民路,住宅大樓(11層含以上有電梯),十三層,15,2房1廳1衛,29.13,750.0,160.0,20.25,是,坡道平面,KS1,總價含地上權標的價款236萬元地上權房屋；
預售屋,三民區,2025-12-19,高雄市三民區覺民路,住宅大樓(11層含以上有電梯),三層,15,3房2廳2衛,43.09,1068.0,160.0,21.07,是,坡道平面,KS1,總價含地上權標的價款363萬元地上權房屋；
預售屋,三民區,2025-12-24,高雄市三民區覺民路,住宅大樓(11層含以上有電梯),八層,15,3房1廳2衛,35.87,918.0,150.0,21.41,是,坡道平面,KS1,總價含地上權標的價款307萬元地上權房屋；
預售屋,鳳山區,2026-02-08,高雄市鳳山區鳳頂段44號,華廈(10層含以下有電梯),四層,5,2房1廳2衛,16.89,616.0,0.0,36.47,否,,一琚雲邸,
預售屋,三民區,2025-11-21,高雄市三民區義民段,華廈(10層含以下有電梯),二層,7,1房1廳1衛,19.8,798.0,0.0,40.3,否,,大昌九禾,
預售屋,三民區,2026-01-29,高雄市三民區義民段,華廈(10層含以下有電梯),五層,7,1房1廳1衛,19.8,808.0,0.0,40.81,否,,大昌九禾,
預售屋,三民區,2026-01-31,高雄市三民區義民段,華廈(10層含以下有電梯),五層,7,1房1廳1衛,22.95,920.0,0.0,40.09,否,,大昌九禾,
預售屋,三民區,2025-11-14,高雄市三民區中都段四小段915地號,住宅大樓(11層含以上有電梯),十層,28,4房2廳2衛,55.57,1965.0,80.0,33.92,是,坡道機械,大景旭,
預售屋,三民區,2025-12-12,高雄市三民區大順二路與建興路,住宅大樓(11層含以上有電梯),二層,15,2房1廳2衛,26.05,1090.0,0.0,41.84,否,,大順棧,
預售屋,新興區,2025-11-11,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十四層,36,2房1廳1衛,25.47,1330.0,0.0,52.22,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-11-15,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),七層,36,1房1廳1衛,27.12,1438.0,0.0,53.02,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-11-16,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十一層,36,2房1廳1衛,22.8,1262.0,0.0,55.35,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-11-16,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十六層,36,2房1廳1衛,22.66,1310.0,0.0,57.81,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-11-20,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十九層,36,1房1廳1衛,28.63,1587.0,130.0,50.89,是,坡道機械,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-11-22,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十四層,36,3房1廳2衛,46.32,2355.0,220.0,46.09,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,新興區,2025-11-24,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十九層,36,3房1廳2衛,45.95,2326.0,210.0,46.05,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,新興區,2025-11-26,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十二層,36,3房1廳2衛,46.32,2307.0,220.0,45.06,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,新興區,2025-11-27,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三層,36,2房1廳1衛,22.43,1133.0,0.0,50.51,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-11-28,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十五層,36,2房1廳1衛,22.8,1295.0,0.0,56.8,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-11-29,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十三層,36,2房1廳1衛,22.8,1290.0,0.0,56.58,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-03,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十六層,36,2房1廳1衛,22.8,1297.0,0.0,56.89,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-05,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),九層,36,2房1廳1衛,25.47,1317.0,0.0,51.71,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-06,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),四層,36,2房1廳1衛,25.47,1233.0,0.0,48.41,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-07,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十三層,36,2房1廳1衛,25.47,1327.0,0.0,52.1,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-07,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十六層,36,1房1廳1衛,27.12,1462.0,0.0,53.91,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-10,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十三層,36,2房1廳1衛,27.21,1498.0,120.0,50.64,是,坡道機械,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-11,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十七層,36,1房1廳1衛,28.85,1615.0,150.0,50.78,是,坡道機械,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-17,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十層,36,2房1廳1衛,25.47,1320.0,0.0,51.83,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-23,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十五層,36,3房1廳2衛,46.32,2361.0,220.0,46.22,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,新興區,2025-12-24,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十三層,36,3房1廳2衛,46.32,2331.0,240.0,45.14,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,新興區,2025-12-24,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十二層,36,2房1廳1衛,25.47,1325.0,0.0,52.02,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-23,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十八層,36,1房1廳1衛,26.19,1418.0,0.0,54.14,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-24,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十一層,36,2房1廳1衛,21.9,1303.0,0.0,59.5,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-27,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十二層,36,2房1廳1衛,21.92,1308.0,0.0,59.67,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2025-12-28,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十四層,36,3房1廳2衛,46.32,2383.0,240.0,46.27,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,新興區,2025-12-30,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十二層,36,1房1廳1衛,26.19,1322.0,0.0,50.48,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-06,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十七層,36,3房1廳2衛,46.32,2325.0,220.0,45.44,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,新興區,2026-01-05,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十一層,36,2房1廳1衛,25.47,1322.0,0.0,51.9,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-05,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十層,36,1房1廳1衛,26.19,1397.0,0.0,53.34,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-17,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十四層,36,2房1廳1衛,24.8,1307.0,0.0,52.7,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-21,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十八層,36,2房1廳1衛,22.8,1301.0,0.0,57.06,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-22,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十四層,36,2房1廳1衛,22.8,1292.0,0.0,56.67,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-24,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十層,36,1房1廳2衛,36.43,2050.0,210.0,50.51,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-24,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十二層,36,3房1廳2衛,46.32,2390.0,220.0,46.85,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,新興區,2026-01-16,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),五層,36,1房1廳1衛,26.19,1383.0,0.0,52.81,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-25,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十七層,36,2房1廳1衛,22.8,1299.0,0.0,56.97,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-28,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十七層,36,2房1廳1衛,25.47,1330.0,0.0,52.22,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-29,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),八層,36,1房1廳1衛,26.89,1428.0,0.0,53.11,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-29,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十層,36,2房1廳1衛,22.8,1305.0,0.0,57.24,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-01-29,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十四層,36,1房1廳1衛,26.19,1406.0,0.0,53.68,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-02-02,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十六層,36,1房1廳1衛,27.93,1532.0,120.0,50.55,是,坡道機械,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-02-02,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十三層,36,1房1廳1衛,27.93,1524.0,120.0,50.27,是,坡道機械,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-02-02,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),二十層,36,1房1廳1衛,27.93,1543.0,120.0,50.95,是,坡道機械,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-02-07,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),十六層,36,2房1廳1衛,25.47,1327.0,0.0,52.1,否,,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；
預售屋,新興區,2026-02-10,高雄市新興區中山一路,住宅大樓(11層含以上有電梯),三十三層,36,3房1廳2衛,46.32,2394.0,220.0,46.93,是,坡道平面,中山鉑悅,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費150000元；
預售屋,楠梓區,2026-01-22,高雄市楠梓區大學二十九路大學十八街,住宅大樓(11層含以上有電梯),三層,19,2房1廳1衛,24.73,695.0,0.0,28.1,否,,之見築,
預售屋,楠梓區,2026-01-23,高雄市楠梓區大學二十九路大學十八街,住宅大樓(11層含以上有電梯),十一層,19,2房2廳2衛,37.3,997.0,150.0,22.71,是,坡道平面,之見築,
預售屋,楠梓區,2026-02-05,高雄市楠梓區大學二十九路大學十八街,住宅大樓(11層含以上有電梯),四層,19,2房2廳2衛,46.97,1345.0,140.0,25.65,是,坡道機械,之見築,
預售屋,前金區,2026-01-25,高雄市前金區市中一路與光復二街交叉路口,住宅大樓(11層含以上有電梯),二十三層,34,2房1廳1衛,27.1,1483.0,115.0,50.48,是,坡道機械,巴黎河左岸,
預售屋,苓雅區,2025-12-04,高雄市苓雅區泉州街,住宅大樓(11層含以上有電梯),八層,15,2房2廳2衛,46.94,2095.0,310.0,38.03,是,一樓平面,文化星匯,
預售屋,苓雅區,2026-01-04,高雄市苓雅區泉州街,住宅大樓(11層含以上有電梯),十三層,15,2房2廳2衛,48.66,2138.0,300.0,37.77,是,一樓平面,文化星匯,
預售屋,苓雅區,2026-01-11,高雄市苓雅區泉州街,住宅大樓(11層含以上有電梯),九層,15,2房2廳2衛,46.94,2090.0,310.0,37.92,是,一樓平面,文化星匯,
預售屋,苓雅區,2026-01-02,高雄市苓雅區泉州街,住宅大樓(11層含以上有電梯),十二層,15,0房1廳1衛,27.18,1352.0,0.0,49.74,否,,文化星匯,
預售屋,苓雅區,2026-01-17,高雄市苓雅區泉州街,住宅大樓(11層含以上有電梯),八層,15,0房1廳2衛,28.39,1330.0,160.0,41.21,是,升降機械,文化星匯,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),十三層,15,2房2廳2衛,44.27,1693.0,195.0,33.84,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),七層,15,2房2廳2衛,33.99,1201.0,155.0,30.77,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),九層,15,2房2廳2衛,44.32,1554.0,165.0,31.34,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),十一層,15,2房2廳2衛,33.74,1170.0,155.0,30.08,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),九層,15,2房2廳2衛,42.63,1545.0,185.0,31.9,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),十層,15,2房2廳2衛,34.34,1196.0,165.0,30.02,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),十一層,15,2房2廳2衛,34.03,1210.0,165.0,30.71,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),七層,15,2房2廳2衛,34.03,1135.0,165.0,28.5,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),六層,15,2房2廳2衛,33.68,1120.0,155.0,28.65,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),八層,15,2房2廳2衛,47.21,1657.0,185.0,31.18,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),十二層,15,2房2廳2衛,44.27,1687.0,195.0,33.7,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),七層,15,2房2廳2衛,41.41,1435.0,185.0,30.19,是,坡道平面,以學MDT,
預售屋,楠梓區,2025-12-15,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),六層,15,3房2廳2衛,58.16,2066.0,195.0,32.17,是,坡道平面,以學MDT,
預售屋,楠梓區,2026-01-24,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),八層,15,2房2廳2衛,41.41,1440.0,185.0,30.31,是,坡道平面,以學MDT,
預售屋,楠梓區,2026-02-07,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),八層,15,2房2廳2衛,34.09,1145.0,165.0,28.75,是,坡道平面,以學MDT,
預售屋,楠梓區,2026-02-07,高雄市楠梓區大學西路,住宅大樓(11層含以上有電梯),八層,15,2房2廳2衛,34.03,1142.0,165.0,28.71,是,坡道平面,以學MDT,
預售屋,仁武區,2025-11-11,高雄市仁武區永昌三街,華廈(10層含以下有電梯),五層,5,2房2廳2衛,27.34,880.0,80.0,29.26,是,升降機械,永昌AI新世代,
預售屋,仁武區,2025-12-13,高雄市仁武區永昌三街,華廈(10層含以下有電梯),四層,5,2房2廳2衛,33.43,1075.0,0.0,32.16,否,,永昌AI新世代,
預售屋,仁武區,2026-02-07,高雄市仁武區永昌三街,華廈(10層含以下有電梯),五層,5,2房2廳2衛,21.0,700.0,0.0,33.33,否,,永昌AI新世代,
預售屋,仁武區,2026-02-07,高雄市仁武區永昌三街,華廈(10層含以下有電梯),四層,5,1房2廳2衛,31.97,1028.0,110.0,28.71,是,升降機械,永昌AI新世代,
預售屋,楠梓區,2025-11-15,高雄市楠梓區後勁北路、後勁東路,住宅大樓(11層含以上有電梯),五層,26,1房2廳2衛,48.27,1889.0,175.0,35.51,是,坡道平面,白隅,
預售屋,楠梓區,2025-11-15,高雄市楠梓區後勁北路、後勁東路,住宅大樓(11層含以上有電梯),四層,26,2房2廳2衛,42.84,1741.0,175.0,36.55,是,坡道平面,白隅,
預售屋,前金區,2025-12-06,高雄市前金區北金段359地號,住宅大樓(11層含以上有電梯),六層,15,2房2廳1衛,17.42,828.0,0.0,47.53,否,,立有迎新,
預售屋,三民區,2025-11-17,高雄市三民區建國三路與同盟三路交叉口,住宅大樓(11層含以上有電梯),十七層,27,2房2廳1衛,31.79,1517.0,220.0,40.8,是,坡道平面,立信 立.天下,
預售屋,三民區,2025-12-13,高雄市三民區建國三路與同盟三路交叉口,住宅大樓(11層含以上有電梯),二十一層,28,2房2廳2衛,45.26,2035.0,185.0,40.87,是,坡道平面,立信 立.天下,
預售屋,三民區,2025-12-27,高雄市三民區建國三路與同盟三路交叉口,住宅大樓(11層含以上有電梯),十九層,27,2房2廳2衛,39.51,1777.0,195.0,40.04,是,坡道平面,立信 立.天下,
預售屋,三民區,2026-01-04,高雄市三民區建國三路與同盟三路交叉口,住宅大樓(11層含以上有電梯),十七層,27,3房2廳2衛,50.89,2455.0,250.0,43.33,是,坡道平面,立信 立.天下,
預售屋,三民區,2026-01-13,高雄市三民區建國三路與同盟三路交叉口,住宅大樓(11層含以上有電梯),二十三層,28,2房1廳1衛,28.58,1380.0,200.0,41.29,是,坡道平面,立信 立.天下,
預售屋,新興區,2025-12-23,高雄市新興區興華路,住宅大樓(11層含以上有電梯),二層,15,2房2廳2衛,38.52,1508.0,120.0,36.03,是,坡道機械,仰德美麗島,
預售屋,鹽埕區,2026-01-11,高雄市鹽埕區公園二路,住宅大樓(11層含以上有電梯),十五層,15,3房1廳2衛,40.5,1344.0,200.0,28.25,是,坡道平面,仰德駁二,親友、員工、共有人或其他特殊關係間之交易；
預售屋,楠梓區,2025-11-15,高雄市楠梓區德民路上近藍昌路,住宅大樓(11層含以上有電梯),五層,15,3房2廳2衛,39.83,1368.0,205.0,29.2,是,坡道平面,吉隆森淼,
預售屋,楠梓區,2026-02-03,高雄市楠梓區德民路上近藍昌路,住宅大樓(11層含以上有電梯),十一層,15,3房2廳2衛,65.44,2350.0,245.0,32.17,是,坡道平面,吉隆森淼,
預售屋,楠梓區,2025-12-01,高雄市楠梓區大學三十二街,住宅大樓(11層含以上有電梯),九層,15,2房2廳2衛,40.09,1495.0,210.0,32.05,是,坡道平面,行見築,
預售屋,楠梓區,2025-12-20,高雄市楠梓區大學三十二街,住宅大樓(11層含以上有電梯),九層,15,2房2廳2衛,40.06,1495.0,200.0,32.33,是,坡道平面,行見築,
預售屋,楠梓區,2025-12-19,高雄市楠梓區大學三十二街,住宅大樓(11層含以上有電梯),十層,15,2房2廳2衛,46.65,1739.0,220.0,32.56,是,坡道平面,行見築,
預售屋,鳳山區,2025-12-23,高雄市鳳山區頂庄路 復華一街路口,住宅大樓(11層含以上有電梯),七層,15,2房2廳2衛,29.09,957.0,0.0,32.9,否,,利融永御,
預售屋,鳳山區,2025-12-18,高雄市鳳山區頂庄路 復華一街路口,住宅大樓(11層含以上有電梯),五層,15,1房1廳1衛,21.51,710.0,0.0,33.01,否,,利融永御,
預售屋,鳳山區,2026-01-27,高雄市鳳山區頂庄路 復華一街路口,住宅大樓(11層含以上有電梯),六層,15,3房2廳2衛,48.75,1348.0,170.0,24.16,是,坡道平面,利融永御,
預售屋,鼓山區,2026-01-12,高雄市鼓山區美明路,住宅大樓(11層含以上有電梯),八層,30,1房2廳2衛,42.71,2286.0,180.0,49.31,是,坡道平面,里山美術,
預售屋,苓雅區,2025-11-23,高雄市苓雅區衛武段658、661地號建國一路、正義路口,住宅大樓(11層含以上有電梯),二十二層,29,3房2廳2衛,47.67,1813.0,240.0,33.0,是,坡道平面,京城舞極,
預售屋,苓雅區,2025-11-29,高雄市苓雅區衛武段658、661地號建國一路、正義路口,住宅大樓(11層含以上有電梯),四層,29,3房2廳2衛,53.98,2043.0,250.0,33.22,是,坡道平面,京城舞極,
預售屋,苓雅區,2025-12-01,高雄市苓雅區衛武段658、661地號建國一路、正義路口,住宅大樓(11層含以上有電梯),二十六層,29,3房2廳2衛,53.68,2100.0,250.0,34.46,是,坡道平面,京城舞極,
預售屋,苓雅區,2025-12-29,高雄市苓雅區建國一路、正義路口,住宅大樓(11層含以上有電梯),十三層,29,3房1廳2衛,48.08,1090.0,190.0,18.72,是,坡道平面,京城舞極,
預售屋,苓雅區,2026-01-20,高雄市苓雅區建國一路、正義路口,住宅大樓(11層含以上有電梯),十二層,29,3房1廳2衛,47.4,1020.0,190.0,17.51,是,坡道平面,京城舞極,
預售屋,苓雅區,2026-02-04,高雄市苓雅區建國一路、正義路口,住宅大樓(11層含以上有電梯),十三層,29,3房1廳2衛,55.97,1156.0,360.0,14.22,是,坡道平面,京城舞極,
預售屋,苓雅區,2026-02-08,高雄市苓雅區衛武段658、661地號建國一路、正義路口,住宅大樓(11層含以上有電梯),十一層,29,3房2廳2衛,62.85,2220.0,460.0,28.0,是,坡道平面,京城舞極,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十三層,14,3房2廳2衛,46.45,1258.0,155.0,23.75,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,14,2房2廳2衛,37.45,1012.0,165.0,22.62,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,14,3房2廳2衛,46.45,1268.0,165.0,23.75,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,13,3房2廳2衛,46.33,1245.0,155.0,23.53,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,13,2房2廳2衛,37.45,1000.0,155.0,22.56,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),五層,13,3房2廳2衛,46.66,1188.0,145.0,22.35,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),八層,13,3房2廳2衛,46.33,1227.0,145.0,23.35,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),六層,13,3房2廳2衛,56.64,1383.0,320.0,18.77,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),七層,13,3房2廳2衛,46.28,1238.0,165.0,23.18,是,坡道平面,佳鋐雄匯,
